scene_id,station_id,role,raw_filename,raw_absolute_path,canonical_filename,capture_prefix,sha256,bytes,mtime,mtime_utc,canonical_materialization
FMB1_R02,S03,MAP,mid360_20260819_210826_part1_20s.bag,/home/lj/ZPRM/bags/mid360_20260819_210826_part1_20s.bag,FMB1_R02_S03_MAP_20260819_210826.bag,20260819_210826,d1d8062575aec78adabe32e49b510bc699781cd3290c83ba7f68197dd6416779,66787294,1787144927.0,2026-08-19T13:08:47+00:00,MANIFEST_ONLY_NO_COPY
FMB1_R02,S03,QUERY,mid360_20260819_210826_part2_15s.bag,/home/lj/ZPRM/bags/mid360_20260819_210826_part2_15s.bag,FMB1_R02_S03_QUERY_20260819_210826.bag,20260819_210826,9afa8ed736a05a6e8756d8a8e7c3fc09e87c65e9ffdacaa6db51d04896fbb774,49921115,1787144953.0,2026-08-19T13:09:13+00:00,MANIFEST_ONLY_NO_COPY
FMB1_R03,S01,MAP,mid360_20260819_211442_part1_20s.bag,/home/lj/ZPRM/bags/mid360_20260819_211442_part1_20s.bag,FMB1_R03_S01_MAP_20260819_211442.bag,20260819_211442,bce2e8dc2b3d2ea818ffb02eb80d61256eb918fea3b91e45c68e5d7e56f87c11,56951267,1787145303.0,2026-08-19T13:15:03+00:00,MANIFEST_ONLY_NO_COPY
FMB1_R03,S01,QUERY,mid360_20260819_211442_part2_15s.bag,/home/lj/ZPRM/bags/mid360_20260819_211442_part2_15s.bag,FMB1_R03_S01_QUERY_20260819_211442.bag,20260819_211442,f37b702bcee4c042f5d6fad1ba938b159de35c62d8390d04f34341dfe7e4cfa4,42770833,1787145329.0,2026-08-19T13:15:29+00:00,MANIFEST_ONLY_NO_COPY
FMB1_R03,S02,MAP,mid360_20260819_211806_part1_20s.bag,/home/lj/ZPRM/bags/mid360_20260819_211806_part1_20s.bag,FMB1_R03_S02_MAP_20260819_211806.bag,20260819_211806,9a9dcc8e8a18aab6e68336feda93eccfaada7725f0c97950174de9d9b9c45dcf,59698888,1787145506.0,2026-08-19T13:18:26+00:00,MANIFEST_ONLY_NO_COPY
FMB1_R03,S02,QUERY,mid360_20260819_211806_part2_15s.bag,/home/lj/ZPRM/bags/mid360_20260819_211806_part2_15s.bag,FMB1_R03_S02_QUERY_20260819_211806.bag,20260819_211806,75d4731807271dbf3e471f6499f8018ec7704f5c51770f41ed49e0c72df6da15,44622062,1787145532.0,2026-08-19T13:18:52+00:00,MANIFEST_ONLY_NO_COPY
FMB1_R03,S03,MAP,mid360_20260819_212018_part1_20s.bag,/home/lj/ZPRM/bags/mid360_20260819_212018_part1_20s.bag,FMB1_R03_S03_MAP_20260819_212018.bag,20260819_212018,7262afba72d24b529ddcc14fcb07f0cb60a23388e26aee52ba9f6df2c9d75a24,58750758,1787145639.0,2026-08-19T13:20:39+00:00,MANIFEST_ONLY_NO_COPY
FMB1_R03,S03,QUERY,mid360_20260819_212018_part2_15s.bag,/home/lj/ZPRM/bags/mid360_20260819_212018_part2_15s.bag,FMB1_R03_S03_QUERY_20260819_212018.bag,20260819_212018,9a5f07f8f7cdf37167ee3c61ce77addb1b3ecbfef18f6ef2ebd9e85871a9af62,44144526,1787145665.0,2026-08-19T13:21:05+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W01,S01,MAP,mid360_20260819_212448_part1_20s.bag,/home/lj/ZPRM/bags/mid360_20260819_212448_part1_20s.bag,FMB1_W01_S01_MAP_20260819_212448.bag,20260819_212448,958991403cef064ac03b9959c6c015710e43171e57223d3891b2b0f05aea306d,65554960,1787145909.0,2026-08-19T13:25:09+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W01,S01,QUERY,mid360_20260819_212448_part2_15s.bag,/home/lj/ZPRM/bags/mid360_20260819_212448_part2_15s.bag,FMB1_W01_S01_QUERY_20260819_212448.bag,20260819_212448,96a5f068f5b41c87ececdac8555a16bcb5ddeccb879ce3931b0f1698881d47b8,48664172,1787145935.0,2026-08-19T13:25:35+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W01,S02,MAP,mid360_20260819_212824_part1_20s.bag,/home/lj/ZPRM/bags/mid360_20260819_212824_part1_20s.bag,FMB1_W01_S02_MAP_20260819_212824.bag,20260819_212824,af0aa5263709f1a9bb2826221993d913c94bf21ec5b0c32614d9938496346ae1,66487291,1787146125.0,2026-08-19T13:28:45+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W01,S02,QUERY,mid360_20260819_212824_part2_15s.bag,/home/lj/ZPRM/bags/mid360_20260819_212824_part2_15s.bag,FMB1_W01_S02_QUERY_20260819_212824.bag,20260819_212824,6c4ac9f69445d956d27ec9cc0b1f01aa14d2dee3c919000807d20c5cfdb14e01,49350862,1787146151.0,2026-08-19T13:29:11+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W01,S03,MAP,mid360_20260819_213035_part1_20s.bag,/home/lj/ZPRM/bags/mid360_20260819_213035_part1_20s.bag,FMB1_W01_S03_MAP_20260819_213035.bag,20260819_213035,fff670e283221e6bda4f1fff2fa1abe01d7599795179bc79a0b6a01bde59252f,63297586,1787146256.0,2026-08-19T13:30:56+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W01,S03,QUERY,mid360_20260819_213035_part2_15s.bag,/home/lj/ZPRM/bags/mid360_20260819_213035_part2_15s.bag,FMB1_W01_S03_QUERY_20260819_213035.bag,20260819_213035,6c63c4356ca3f172467f917aea7740b331b26a26b285419cec432d8ce80aea1d,47590748,1787146282.0,2026-08-19T13:31:22+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W02,S01,MAP,mid360_20260819_213446_part1_20s.bag,/home/lj/ZPRM/bags/mid360_20260819_213446_part1_20s.bag,FMB1_W02_S01_MAP_20260819_213446.bag,20260819_213446,2e679af241d0a798ee567009c573d96d0c3ed3509f22fe05b5ef89a573a1f945,66704614,1787146507.0,2026-08-19T13:35:07+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W02,S01,QUERY,mid360_20260819_213446_part2_15s.bag,/home/lj/ZPRM/bags/mid360_20260819_213446_part2_15s.bag,FMB1_W02_S01_QUERY_20260819_213446.bag,20260819_213446,4006d97ee438e2426fb81c1b75f66fb36fd9ce3a7e8efb2362d036906f4d81c7,49512752,1787146533.0,2026-08-19T13:35:33+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W02,S02,MAP,mid360_20260819_213744_part1_20s.bag,/home/lj/ZPRM/bags/mid360_20260819_213744_part1_20s.bag,FMB1_W02_S02_MAP_20260819_213744.bag,20260819_213744,e363e46c23106395cf668cb0bdc5a1cbe00f93c70a2d4cacb01a5f32378fc610,66587084,1787146685.0,2026-08-19T13:38:05+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W02,S02,QUERY,mid360_20260819_213744_part2_15s.bag,/home/lj/ZPRM/bags/mid360_20260819_213744_part2_15s.bag,FMB1_W02_S02_QUERY_20260819_213744.bag,20260819_213744,58ef557c7dabafde6c34508647ed1018681f68c3efd16464e9a1694ad9b093dd,50033560,1787146711.0,2026-08-19T13:38:31+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W02,S03,MAP,mid360_20260819_214044_part1_20s.bag,/home/lj/ZPRM/bags/mid360_20260819_214044_part1_20s.bag,FMB1_W02_S03_MAP_20260819_214044.bag,20260819_214044,011d7a5367370c70d9c37c6251d531b12b48f89ac6ecdca5f3ec06f8efc664b0,66363027,1787146865.0,2026-08-19T13:41:05+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W02,S03,QUERY,mid360_20260819_214044_part2_15s.bag,/home/lj/ZPRM/bags/mid360_20260819_214044_part2_15s.bag,FMB1_W02_S03_QUERY_20260819_214044.bag,20260819_214044,d0d3ca6245824577a9fd9236c3a21b224d13c2d44c94814ba5c8db87b5ed948f,49877384,1787146891.0,2026-08-19T13:41:31+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W03,S01,MAP,mid360_20260819_214807_part1_20s.bag,/home/lj/ZPRM/bags/mid360_20260819_214807_part1_20s.bag,FMB1_W03_S01_MAP_20260819_214807.bag,20260819_214807,4be1bf6c6261ad0dad77ee69f2a4dc8136cf0717bd5a72ea087a0c2bb61bba02,61165252,1787147308.0,2026-08-19T13:48:28+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W03,S01,QUERY,mid360_20260819_214807_part2_15s.bag,/home/lj/ZPRM/bags/mid360_20260819_214807_part2_15s.bag,FMB1_W03_S01_QUERY_20260819_214807.bag,20260819_214807,0af276ea57bcfd33e043a04731e9b5446250f2d9ea3dd4ce5652454a0b9d7767,45948128,1787147334.0,2026-08-19T13:48:54+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W03,S02,MAP,mid360_20260819_214952_part1_20s.bag,/home/lj/ZPRM/bags/mid360_20260819_214952_part1_20s.bag,FMB1_W03_S02_MAP_20260819_214952.bag,20260819_214952,0b962474901bffa51ea28fbb2d17b3c0394b7c0db9c62eee6e19a0a35b63495f,62253951,1787147412.0,2026-08-19T13:50:12+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W03,S02,QUERY,mid360_20260819_214952_part2_15s.bag,/home/lj/ZPRM/bags/mid360_20260819_214952_part2_15s.bag,FMB1_W03_S02_QUERY_20260819_214952.bag,20260819_214952,f8df11e302ad279e32e2a0b20e296e6c156486fc9aff4adc0dc4d7a8b2a185f6,46228553,1787147438.0,2026-08-19T13:50:38+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W03,S03,MAP,mid360_20260819_215146_part1_20s.bag,/home/lj/ZPRM/bags/mid360_20260819_215146_part1_20s.bag,FMB1_W03_S03_MAP_20260819_215146.bag,20260819_215146,83881f5aade036c2813d67a269112a9016041dcbe34dc76fa18b0dfbe4b128d7,61463177,1787147527.0,2026-08-19T13:52:07+00:00,MANIFEST_ONLY_NO_COPY
FMB1_W03,S03,QUERY,mid360_20260819_215146_part2_15s.bag,/home/lj/ZPRM/bags/mid360_20260819_215146_part2_15s.bag,FMB1_W03_S03_QUERY_20260819_215146.bag,20260819_215146,9141c6b3a8a43134cf298d4a22a8a7878d0a323cb860f7157599869617ec84f7,45959090,1787147553.0,2026-08-19T13:52:33+00:00,MANIFEST_ONLY_NO_COPY
