scene_id,semantic_scene,scene_type,snapshot_id,query_frame_index,query_timestamp,query_bag_path,query_bag_sha256,source_path,source_point_count,source_npy_sha256,source_array_sha256,target_path,target_point_count,target_npy_sha256,target_array_sha256,dtype,little_endian_float64,c_contiguous,finite,deterministic_point_ordering,T0,MID360_TWO_SCENE_PILOT,INDEPENDENT_MAP_QUERY_ACQUISITION,INDEPENDENT_ACQUISITION,SAME_BAG_MAP_QUERY,FORMAL_MEASUREMENT_RESULT,PILOT_NONFORMAL_DO_NOT_CITE,PILOT_ONLY,FORMAL_REAL_DATA,MEASUREMENT_EVIDENCE
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q01,7,1787057454.3874817,/home/lj/ZPRM/bag/mid360_20260818_205021_part2_15s.bag,2c9893beb56146996eccbe846dc0ee5a4a3ca9aba5b3bb71f7067c598b27c581,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/canonical_sources/W_TEST_01_Q01/source_points.npy,15835,65ebda34614b838d33dd81dc414777206d9f91cef865ef71c6579a880d65a3d5,2ea42e63a9fc6d6d1697c88d02e10e52e26765c2c311ab5381f42d381cfa8692,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/target_maps/W_TEST_01/target_points.npy,158862,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,<f8,true,true,true,true,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,true,true,false,false,true,true,false,false
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q02,22,1787057455.8877437,/home/lj/ZPRM/bag/mid360_20260818_205021_part2_15s.bag,2c9893beb56146996eccbe846dc0ee5a4a3ca9aba5b3bb71f7067c598b27c581,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/canonical_sources/W_TEST_01_Q02/source_points.npy,15893,8b779def96121339250a907c5ae70965e42ad304c216febb720cb2db39ed6650,71c8caafe4cf606b9e0f00d3f17ffb68e76f03f4b262cafcc83daf83531778a8,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/target_maps/W_TEST_01/target_points.npy,158862,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,<f8,true,true,true,true,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,true,true,false,false,true,true,false,false
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q03,36,1787057457.2866461,/home/lj/ZPRM/bag/mid360_20260818_205021_part2_15s.bag,2c9893beb56146996eccbe846dc0ee5a4a3ca9aba5b3bb71f7067c598b27c581,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/canonical_sources/W_TEST_01_Q03/source_points.npy,15929,ae96479c693492eb41170dba28a3b9e68bf113cdfee36225f5849e89074ebd6c,3018641fd1cacd76226055574bf0190043dc9768765460fb371aa77e845693d6,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/target_maps/W_TEST_01/target_points.npy,158862,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,<f8,true,true,true,true,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,true,true,false,false,true,true,false,false
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q04,51,1787057458.7866569,/home/lj/ZPRM/bag/mid360_20260818_205021_part2_15s.bag,2c9893beb56146996eccbe846dc0ee5a4a3ca9aba5b3bb71f7067c598b27c581,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/canonical_sources/W_TEST_01_Q04/source_points.npy,15967,81916407344063730e82a4c18c4bd4ecb673e003f8965dd8f4fe4a96d7710b2f,836bd7f8fd49bb2cb1ae98bf6bd99ccb467582c29e8525a0003151f593aa5baa,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/target_maps/W_TEST_01/target_points.npy,158862,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,<f8,true,true,true,true,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,true,true,false,false,true,true,false,false
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q05,66,1787057460.2870233,/home/lj/ZPRM/bag/mid360_20260818_205021_part2_15s.bag,2c9893beb56146996eccbe846dc0ee5a4a3ca9aba5b3bb71f7067c598b27c581,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/canonical_sources/W_TEST_01_Q05/source_points.npy,15841,6897f897ad61d49f34028f2b90e12a3b9df19524fedd1fc8de7e728bba7e1393,741da51ff93d08482124548c1eac8fc6acc0144120244c8b3564d522c012cc9a,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/target_maps/W_TEST_01/target_points.npy,158862,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,<f8,true,true,true,true,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,true,true,false,false,true,true,false,false
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q06,80,1787057461.6871781,/home/lj/ZPRM/bag/mid360_20260818_205021_part2_15s.bag,2c9893beb56146996eccbe846dc0ee5a4a3ca9aba5b3bb71f7067c598b27c581,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/canonical_sources/W_TEST_01_Q06/source_points.npy,15893,34bd0bcc6413e190f860e363ca9cff4347da340df1b52f52805165380d34c714,da7b1d3f3090975b1c519b55ec6d35f6ca34840818f7930f202d29c2fa42b2e9,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/target_maps/W_TEST_01/target_points.npy,158862,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,<f8,true,true,true,true,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,true,true,false,false,true,true,false,false
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q07,95,1787057463.1866984,/home/lj/ZPRM/bag/mid360_20260818_205021_part2_15s.bag,2c9893beb56146996eccbe846dc0ee5a4a3ca9aba5b3bb71f7067c598b27c581,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/canonical_sources/W_TEST_01_Q07/source_points.npy,15905,f61cad3e066c85f4b6a6cd90b468a016e0e47ed71899268024284e0a1b48b0b5,2c2b8ab5601d4c5c9e27ed45d140de7061c27ed6cd94cb0eaca6013ea1be6af5,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/target_maps/W_TEST_01/target_points.npy,158862,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,<f8,true,true,true,true,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,true,true,false,false,true,true,false,false
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q08,109,1787057464.5864189,/home/lj/ZPRM/bag/mid360_20260818_205021_part2_15s.bag,2c9893beb56146996eccbe846dc0ee5a4a3ca9aba5b3bb71f7067c598b27c581,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/canonical_sources/W_TEST_01_Q08/source_points.npy,16050,54355f8a4d3d05807636f59079e3af93c526a2a21249eb41ca2da987f4ca5315,2b30cb55df54fb970b748a0471087c717492d28cf17764d1341e8cfcbd736eab,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/target_maps/W_TEST_01/target_points.npy,158862,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,<f8,true,true,true,true,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,true,true,false,false,true,true,false,false
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q09,124,1787057466.0921798,/home/lj/ZPRM/bag/mid360_20260818_205021_part2_15s.bag,2c9893beb56146996eccbe846dc0ee5a4a3ca9aba5b3bb71f7067c598b27c581,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/canonical_sources/W_TEST_01_Q09/source_points.npy,16023,05a9437e87612119894dd2dda87ddbbd6c6248d7f033eb9d8e6ab474753af130,58d2bb868f08d171fda5e80e8a9c7c72a53f39e49df5198d22c8e51dc31b258b,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/target_maps/W_TEST_01/target_points.npy,158862,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,<f8,true,true,true,true,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,true,true,false,false,true,true,false,false
W_TEST_01,LONG_CORRIDOR,WEAK_CANDIDATE,W_TEST_01_Q10,139,1787057467.5870302,/home/lj/ZPRM/bag/mid360_20260818_205021_part2_15s.bag,2c9893beb56146996eccbe846dc0ee5a4a3ca9aba5b3bb71f7067c598b27c581,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/canonical_sources/W_TEST_01_Q10/source_points.npy,15844,49a1f1af9dac4df0826858ec247f6abed6797f7c2f3558bef57248e39362dbae,57cd4c0f6c2d631c28097d0e8f9a6fcab6ed2a833dc96c7d2e4d5de9b3099887,/home/lj/zero_perturbation_runtime/real_data/mid360_two_scene_pilot_v1/target_maps/W_TEST_01/target_points.npy,158862,d4438aba190de47a85fb6188ddc3b39dbfd6e39d3fdb5fa264bf425912e6c02e,e94c88ddc68916220d35f10c3da8fbaa53e6de526a6a0afc3a91899d5ce7a66a,<f8,true,true,true,true,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",true,true,true,false,false,true,true,false,false
